detection_path,path,coordinates,outputs,original,translation,translated,text_en,deepl
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/023.json,images/rasetugari/ja/023.jpg,"[319, 725, 55, 104]","<text>ここまで熟成された憎悪は初めてだ</text><translation>This is the first time I've seen such matured hatred.</translation><text>まさに最高の食材</text><translation>Truly the finest ingredient.</translation><text>俺はお前を最高の方法で喰らいたい</text><translation>I want to devour you in the best way possible.</translation><text>在藤．．．</text><translation>In藤．．．</translation><text>あの時唾を付けるにとどめた甲斐があった</text><translation>It was worth it that I only spat on you at that time.</translation><text>、</text><translation>,</translation><text>．．．</text><translation>．．．</translation><text>いや、</text><translation>No,</translation><text>．．．</text><translation>．．．</translation><text>、</text><translation>,</translation><text>．．．</text><translation>．．．</translation><text>．．．</text><translation>．．．</translation><text>！</text><translation>!</translation><text>憎しみを育てた</text><translation>Cultivated hatred.</translation><text>、</text><translation>,</translation><text>！</text><translation>!</translation><text>よくぞここまで</text><translation>Well done to get this far.</translation><text>/</text><translation>/</translation>",まさに最高の食材,Truly the finest ingredient.,(Translated English text here),the best treat.,The very best ingredients
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/023.json,images/rasetugari/ja/023.jpg,"[82, 697, 77, 114]","<text>ここまで熟成された憎悪は初めてだ</text><translation>This is the first time I've seen such matured hatred.</translation><text>まさに最高の食材</text><translation>Truly the finest ingredient.</translation><text>俺はお前を最高の方法で喰らいたい</text><translation>I want to devour you in the best way possible.</translation><text>在藤．．．</text><translation>In藤．．．</translation><text>あの時唾を付けるにとどめた甲斐があった</text><translation>It was worth it that I only spat on you at that time.</translation><text>、</text><translation>,</translation><text>．．．</text><translation>．．．</translation><text>いや、</text><translation>No,</translation><text>．．．</text><translation>．．．</translation><text>、</text><translation>,</translation><text>．．．</text><translation>．．．</translation><text>．．．</text><translation>．．．</translation><text>！</text><translation>!</translation><text>憎しみを育てた</text><translation>Cultivated hatred.</translation><text>、</text><translation>,</translation><text>！</text><translation>!</translation><text>よくぞここまで</text><translation>Well done to get this far.</translation><text>/</text><translation>/</translation>",俺はお前を最高の方法で喰らいたい,I want to devour you in the best way possible.,(Translated English text here),i want to devour you in the best way possible.,I want to eat you the best way I know how.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/023.json,images/rasetugari/ja/023.jpg,"[689, 662, 66, 155]","<text>ここまで熟成された憎悪は初めてだ</text><translation>This is the first time I've seen such matured hatred.</translation><text>まさに最高の食材</text><translation>Truly the finest ingredient.</translation><text>俺はお前を最高の方法で喰らいたい</text><translation>I want to devour you in the best way possible.</translation><text>在藤．．．</text><translation>In藤．．．</translation><text>あの時唾を付けるにとどめた甲斐があった</text><translation>It was worth it that I only spat on you at that time.</translation><text>、</text><translation>,</translation><text>．．．</text><translation>．．．</translation><text>いや、</text><translation>No,</translation><text>．．．</text><translation>．．．</translation><text>、</text><translation>,</translation><text>．．．</text><translation>．．．</translation><text>．．．</text><translation>．．．</translation><text>！</text><translation>!</translation><text>憎しみを育てた</text><translation>Cultivated hatred.</translation><text>、</text><translation>,</translation><text>！</text><translation>!</translation><text>よくぞここまで</text><translation>Well done to get this far.</translation><text>/</text><translation>/</translation>",あの時唾を付けるにとどめた甲斐があった,It was worth it that I only spat on you at that time.,(Translated English text here),"At that time, it was worthwhile to hold back",It was worth it to keep the spit on that time.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/023.json,images/rasetugari/ja/023.jpg,"[157, 138, 41, 214]","<text>ここまで熟成された憎悪は初めてだ</text><translation>This is the first time I've seen such matured hatred.</translation><text>まさに最高の食材</text><translation>Truly the finest ingredient.</translation><text>俺はお前を最高の方法で喰らいたい</text><translation>I want to devour you in the best way possible.</translation><text>在藤．．．</text><translation>In藤．．．</translation><text>あの時唾を付けるにとどめた甲斐があった</text><translation>It was worth it that I only spat on you at that time.</translation><text>、</text><translation>,</translation><text>．．．</text><translation>．．．</translation><text>いや、</text><translation>No,</translation><text>．．．</text><translation>．．．</translation><text>、</text><translation>,</translation><text>．．．</text><translation>．．．</translation><text>．．．</text><translation>．．．</translation><text>！</text><translation>!</translation><text>憎しみを育てた</text><translation>Cultivated hatred.</translation><text>、</text><translation>,</translation><text>！</text><translation>!</translation><text>よくぞここまで</text><translation>Well done to get this far.</translation><text>/</text><translation>/</translation>",憎しみを育てた,Cultivated hatred.,(Translated English text here),you nurtured your hatred well!,Bred hatred.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/023.json,images/rasetugari/ja/023.jpg,"[696, 99, 37, 195]","<text>ここまで熟成された憎悪は初めてだ</text><translation>This is the first time I've seen such matured hatred.</translation><text>まさに最高の食材</text><translation>Truly the finest ingredient.</translation><text>俺はお前を最高の方法で喰らいたい</text><translation>I want to devour you in the best way possible.</translation><text>在藤．．．</text><translation>In藤．．．</translation><text>あの時唾を付けるにとどめた甲斐があった</text><translation>It was worth it that I only spat on you at that time.</translation><text>、</text><translation>,</translation><text>．．．</text><translation>．．．</translation><text>いや、</text><translation>No,</translation><text>．．．</text><translation>．．．</translation><text>、</text><translation>,</translation><text>．．．</text><translation>．．．</translation><text>．．．</text><translation>．．．</translation><text>！</text><translation>!</translation><text>憎しみを育てた</text><translation>Cultivated hatred.</translation><text>、</text><translation>,</translation><text>！</text><translation>!</translation><text>よくぞここまで</text><translation>Well done to get this far.</translation><text>/</text><translation>/</translation>",よくぞここまで,Well done to get this far.,(Translated English text here),oh  my,I'm amazed you made it this far.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/024.json,images/rasetugari/ja/024.jpg,"[335, 232, 32, 68]",<text>ア</text><translation>Ah</translation><text>んっ</text><translation>Mm</translation><text>フー</text><translation>Hoo</translation><text>ん</text><translation>Mm</translation><text>ア</text><translation>Ah</translation><text>．．．</text><translation>...</translation><text>．．．</text><translation>...</translation><text>宏也！！</text><translation>Kouya!!</translation><text>．．．</text><translation>...</translation><text>でも</text><translation>But</translation><text>幻術で妹を．．．まずい！</text><translation>Using an illusion on my sister... bad!</translation><text>＞</text><translation>&gt;</translation><text>！</text><translation>!</translation><text>！</text><translation>!</translation><text>兄さま．．</text><translation>Brother...</translation><text>＞</text><translation>&gt;</translation><text>ボッ</text><translation>Poof</translation><text>ならば</text><translation>Then</translation><text>こういう趣向はどうだ？</text><translation>How about this kind of approach?</translation><text>ッ</text><translation>!</translation><text>ふん</text><translation>Hmph</translation><text>その願い</text><translation>That wish</translation><text>決して叶わぬと知れ！</text><translation>Know that it will never come true!</translation><text>サハ</text><translation>Saha</translation>,ならば,Then,Then,"in that case,",if it is the case that
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/024.json,images/rasetugari/ja/024.jpg,"[690, 104, 33, 52]",<text>ア</text><translation>Ah</translation><text>んっ</text><translation>Mm</translation><text>フー</text><translation>Hoo</translation><text>ん</text><translation>Mm</translation><text>ア</text><translation>Ah</translation><text>．．．</text><translation>...</translation><text>．．．</text><translation>...</translation><text>宏也！！</text><translation>Kouya!!</translation><text>．．．</text><translation>...</translation><text>でも</text><translation>But</translation><text>幻術で妹を．．．まずい！</text><translation>Using an illusion on my sister... bad!</translation><text>＞</text><translation>&gt;</translation><text>！</text><translation>!</translation><text>！</text><translation>!</translation><text>兄さま．．</text><translation>Brother...</translation><text>＞</text><translation>&gt;</translation><text>ボッ</text><translation>Poof</translation><text>ならば</text><translation>Then</translation><text>こういう趣向はどうだ？</text><translation>How about this kind of approach?</translation><text>ッ</text><translation>!</translation><text>ふん</text><translation>Hmph</translation><text>その願い</text><translation>That wish</translation><text>決して叶わぬと知れ！</text><translation>Know that it will never come true!</translation><text>サハ</text><translation>Saha</translation>,ふん,Hmph,Hmph,hmph,excrement
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/024.json,images/rasetugari/ja/024.jpg,"[440, 102, 30, 78]",<text>ア</text><translation>Ah</translation><text>んっ</text><translation>Mm</translation><text>フー</text><translation>Hoo</translation><text>ん</text><translation>Mm</translation><text>ア</text><translation>Ah</translation><text>．．．</text><translation>...</translation><text>．．．</text><translation>...</translation><text>宏也！！</text><translation>Kouya!!</translation><text>．．．</text><translation>...</translation><text>でも</text><translation>But</translation><text>幻術で妹を．．．まずい！</text><translation>Using an illusion on my sister... bad!</translation><text>＞</text><translation>&gt;</translation><text>！</text><translation>!</translation><text>！</text><translation>!</translation><text>兄さま．．</text><translation>Brother...</translation><text>＞</text><translation>&gt;</translation><text>ボッ</text><translation>Poof</translation><text>ならば</text><translation>Then</translation><text>こういう趣向はどうだ？</text><translation>How about this kind of approach?</translation><text>ッ</text><translation>!</translation><text>ふん</text><translation>Hmph</translation><text>その願い</text><translation>That wish</translation><text>決して叶わぬと知れ！</text><translation>Know that it will never come true!</translation><text>サハ</text><translation>Saha</translation>,その願い,That wish,That wish,that wish,The wish
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/025.json,images/rasetugari/ja/025.jpg,"[87, 386, 55, 136]","<text>しかし</text><translation>However</translation><text>凄まじき意志．．．！</text><translation>Fearsome will...!</translation><text>幻術とはいえ妹の顔を．．．</text><translation>Even if it's an illusion, it's my sister's face...</translation><text>あ</text><translation>Ah</translation><text>し</text><translation>Shi</translation><text>あ</text><translation>Ah</translation><text>！</text><translation>!</translation><text>あ</text><translation>Ah</translation><text>今さら俺の刀は鈍らぬ</text><translation>My sword won't dull even now.</translation><text>そのような惑わしに</text><translation>To such a deception</translation><text>あぁああ</text><translation>Ahhhh</translation><text>戯けが</text><translation>Trick</translation><text>．．．</text><translation>...</translation><text>ちょっと、戯けが、</text><translation>Just a little trick,</translation>",今さら俺の刀は鈍らぬ,My sword won't dull even now.,(Translated English text here),not nearly enough to slow down my sword,My sword will not be dulled now.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/025.json,images/rasetugari/ja/025.jpg,"[340, 384, 51, 93]","<text>しかし</text><translation>However</translation><text>凄まじき意志．．．！</text><translation>Fearsome will...!</translation><text>幻術とはいえ妹の顔を．．．</text><translation>Even if it's an illusion, it's my sister's face...</translation><text>あ</text><translation>Ah</translation><text>し</text><translation>Shi</translation><text>あ</text><translation>Ah</translation><text>！</text><translation>!</translation><text>あ</text><translation>Ah</translation><text>今さら俺の刀は鈍らぬ</text><translation>My sword won't dull even now.</translation><text>そのような惑わしに</text><translation>To such a deception</translation><text>あぁああ</text><translation>Ahhhh</translation><text>戯けが</text><translation>Trick</translation><text>．．．</text><translation>...</translation><text>ちょっと、戯けが、</text><translation>Just a little trick,</translation>",そのような惑わしに,To such a deception,(Translated English text here),that sort of idiocity,To such deceptions.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/025.json,images/rasetugari/ja/025.jpg,"[101, 59, 40, 92]","<text>しかし</text><translation>However</translation><text>凄まじき意志．．．！</text><translation>Fearsome will...!</translation><text>幻術とはいえ妹の顔を．．．</text><translation>Even if it's an illusion, it's my sister's face...</translation><text>あ</text><translation>Ah</translation><text>し</text><translation>Shi</translation><text>あ</text><translation>Ah</translation><text>！</text><translation>!</translation><text>あ</text><translation>Ah</translation><text>今さら俺の刀は鈍らぬ</text><translation>My sword won't dull even now.</translation><text>そのような惑わしに</text><translation>To such a deception</translation><text>あぁああ</text><translation>Ahhhh</translation><text>戯けが</text><translation>Trick</translation><text>．．．</text><translation>...</translation><text>ちょっと、戯けが、</text><translation>Just a little trick,</translation>",戯けが,Trick,(Translated English text here),stupid,tomfoolery
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/026.json,images/rasetugari/ja/026.jpg,"[683, 725, 66, 78]","<text>家族への義だ！！</text><translation>This is justice for the family!!</translation><text>これは義！</text><translation>This is justice!</translation><text>お前の妄執</text><translation>Your obsession</translation><text>最高に旨そうだ！！</text><translation>It looks incredibly delicious!!</translation><text>これは妄執などではない！</text><translation>This is not an obsession!</translation><text>え．．．</text><translation>Huh...?</translation><text>キヒヒッ</text><translation>Kihihi</translation><text>いいぞ在藤</text><translation>Good job, Zaitou</translation><text>キヒッ</text><translation>Kihi</translation><text>最高だ！！</text><translation>It's the best!!</translation><text>そういえば最高だ！！</text><translation>Speaking of which, it's the best!!</translation><text>！</text><translation>!</translation><text>！！</text><translation>!!</translation><text>．．．</text><translation>...</translation><text>！？</text><translation>!?</translation><text>こうも</text><translation>Like this</translation><text>躊躇いなく</text><translation>Without hesitation</translation><text>．．．</text><translation>...</translation>",お前の妄執,Your obsession,Your obsession,Your obsession,Your delusions of grandeur.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/026.json,images/rasetugari/ja/026.jpg,"[452, 516, 29, 86]","<text>家族への義だ！！</text><translation>This is justice for the family!!</translation><text>これは義！</text><translation>This is justice!</translation><text>お前の妄執</text><translation>Your obsession</translation><text>最高に旨そうだ！！</text><translation>It looks incredibly delicious!!</translation><text>これは妄執などではない！</text><translation>This is not an obsession!</translation><text>え．．．</text><translation>Huh...?</translation><text>キヒヒッ</text><translation>Kihihi</translation><text>いいぞ在藤</text><translation>Good job, Zaitou</translation><text>キヒッ</text><translation>Kihi</translation><text>最高だ！！</text><translation>It's the best!!</translation><text>そういえば最高だ！！</text><translation>Speaking of which, it's the best!!</translation><text>！</text><translation>!</translation><text>！！</text><translation>!!</translation><text>．．．</text><translation>...</translation><text>！？</text><translation>!?</translation><text>こうも</text><translation>Like this</translation><text>躊躇いなく</text><translation>Without hesitation</translation><text>．．．</text><translation>...</translation>",キヒヒッ,Kihihi,Kiihihi!,hee hee hee!,squeak
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/026.json,images/rasetugari/ja/026.jpg,"[339, 508, 53, 62]","<text>家族への義だ！！</text><translation>This is justice for the family!!</translation><text>これは義！</text><translation>This is justice!</translation><text>お前の妄執</text><translation>Your obsession</translation><text>最高に旨そうだ！！</text><translation>It looks incredibly delicious!!</translation><text>これは妄執などではない！</text><translation>This is not an obsession!</translation><text>え．．．</text><translation>Huh...?</translation><text>キヒヒッ</text><translation>Kihihi</translation><text>いいぞ在藤</text><translation>Good job, Zaitou</translation><text>キヒッ</text><translation>Kihi</translation><text>最高だ！！</text><translation>It's the best!!</translation><text>そういえば最高だ！！</text><translation>Speaking of which, it's the best!!</translation><text>！</text><translation>!</translation><text>！！</text><translation>!!</translation><text>．．．</text><translation>...</translation><text>！？</text><translation>!?</translation><text>こうも</text><translation>Like this</translation><text>躊躇いなく</text><translation>Without hesitation</translation><text>．．．</text><translation>...</translation>",いいぞ在藤,"Good job, Zaitou","Good job, Inoue.","good, arifuji","Good one, Zaifuji."
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/026.json,images/rasetugari/ja/026.jpg,"[709, 506, 29, 63]","<text>家族への義だ！！</text><translation>This is justice for the family!!</translation><text>これは義！</text><translation>This is justice!</translation><text>お前の妄執</text><translation>Your obsession</translation><text>最高に旨そうだ！！</text><translation>It looks incredibly delicious!!</translation><text>これは妄執などではない！</text><translation>This is not an obsession!</translation><text>え．．．</text><translation>Huh...?</translation><text>キヒヒッ</text><translation>Kihihi</translation><text>いいぞ在藤</text><translation>Good job, Zaitou</translation><text>キヒッ</text><translation>Kihi</translation><text>最高だ！！</text><translation>It's the best!!</translation><text>そういえば最高だ！！</text><translation>Speaking of which, it's the best!!</translation><text>！</text><translation>!</translation><text>！！</text><translation>!!</translation><text>．．．</text><translation>...</translation><text>！？</text><translation>!?</translation><text>こうも</text><translation>Like this</translation><text>躊躇いなく</text><translation>Without hesitation</translation><text>．．．</text><translation>...</translation>",キヒッ,Kihi,Kiih!,khee hee!,kichhi
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/027.json,images/rasetugari/ja/027.jpg,"[356, 849, 58, 106]",<text>ン</text><translation>Un</translation><text>俺にすべて曝け出せ</text><translation>Expose everything to me</translation><text>お前の妄執</text><translation>Your obsession</translation><text>ズク</text><translation>Zuk</translation><text>見ろ</text><translation>Look</translation><text>俺だけを見ろ</text><translation>Look only at me</translation><text>在藤</text><translation>Zaitou</translation><text>どの口で家族愛を語る</text><translation>With what mouth do you talk about family love</translation><text>妹の姿をここまで切り刻める者が</text><translation>The one who can carve out my sister's figure this far</translation>,俺にすべて曝け出せ,Expose everything to me,(Reveal everything to me),expose everything to me.,I want you to give me everything.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/027.json,images/rasetugari/ja/027.jpg,"[675, 831, 33, 111]",<text>ン</text><translation>Un</translation><text>俺にすべて曝け出せ</text><translation>Expose everything to me</translation><text>お前の妄執</text><translation>Your obsession</translation><text>ズク</text><translation>Zuk</translation><text>見ろ</text><translation>Look</translation><text>俺だけを見ろ</text><translation>Look only at me</translation><text>在藤</text><translation>Zaitou</translation><text>どの口で家族愛を語る</text><translation>With what mouth do you talk about family love</translation><text>妹の姿をここまで切り刻める者が</text><translation>The one who can carve out my sister's figure this far</translation>,お前の妄執,Your obsession,(Your delusion),your blind obsession,Your delusions of grandeur.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/027.json,images/rasetugari/ja/027.jpg,"[614, 633, 36, 60]",<text>ン</text><translation>Un</translation><text>俺にすべて曝け出せ</text><translation>Expose everything to me</translation><text>お前の妄執</text><translation>Your obsession</translation><text>ズク</text><translation>Zuk</translation><text>見ろ</text><translation>Look</translation><text>俺だけを見ろ</text><translation>Look only at me</translation><text>在藤</text><translation>Zaitou</translation><text>どの口で家族愛を語る</text><translation>With what mouth do you talk about family love</translation><text>妹の姿をここまで切り刻める者が</text><translation>The one who can carve out my sister's figure this far</translation>,見ろ,Look,(Look),look.,See.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/027.json,images/rasetugari/ja/027.jpg,"[132, 590, 70, 110]",<text>ン</text><translation>Un</translation><text>俺にすべて曝け出せ</text><translation>Expose everything to me</translation><text>お前の妄執</text><translation>Your obsession</translation><text>ズク</text><translation>Zuk</translation><text>見ろ</text><translation>Look</translation><text>俺だけを見ろ</text><translation>Look only at me</translation><text>在藤</text><translation>Zaitou</translation><text>どの口で家族愛を語る</text><translation>With what mouth do you talk about family love</translation><text>妹の姿をここまで切り刻める者が</text><translation>The one who can carve out my sister's figure this far</translation>,俺だけを見ろ,Look only at me,(Look at me),just look at me.,Look only at me.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/027.json,images/rasetugari/ja/027.jpg,"[673, 583, 41, 70]",<text>ン</text><translation>Un</translation><text>俺にすべて曝け出せ</text><translation>Expose everything to me</translation><text>お前の妄執</text><translation>Your obsession</translation><text>ズク</text><translation>Zuk</translation><text>見ろ</text><translation>Look</translation><text>俺だけを見ろ</text><translation>Look only at me</translation><text>在藤</text><translation>Zaitou</translation><text>どの口で家族愛を語る</text><translation>With what mouth do you talk about family love</translation><text>妹の姿をここまで切り刻める者が</text><translation>The one who can carve out my sister's figure this far</translation>,在藤,Zaitou,(Inoue),arifuji,Fuji
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/027.json,images/rasetugari/ja/027.jpg,"[695, 121, 71, 161]",<text>ン</text><translation>Un</translation><text>俺にすべて曝け出せ</text><translation>Expose everything to me</translation><text>お前の妄執</text><translation>Your obsession</translation><text>ズク</text><translation>Zuk</translation><text>見ろ</text><translation>Look</translation><text>俺だけを見ろ</text><translation>Look only at me</translation><text>在藤</text><translation>Zaitou</translation><text>どの口で家族愛を語る</text><translation>With what mouth do you talk about family love</translation><text>妹の姿をここまで切り刻める者が</text><translation>The one who can carve out my sister's figure this far</translation>,どの口で家族愛を語る,With what mouth do you talk about family love,(How to talk about family love),who are you to speak of love?,By what mouth do we speak of family love?
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/027.json,images/rasetugari/ja/027.jpg,"[127, 117, 62, 180]",<text>ン</text><translation>Un</translation><text>俺にすべて曝け出せ</text><translation>Expose everything to me</translation><text>お前の妄執</text><translation>Your obsession</translation><text>ズク</text><translation>Zuk</translation><text>見ろ</text><translation>Look</translation><text>俺だけを見ろ</text><translation>Look only at me</translation><text>在藤</text><translation>Zaitou</translation><text>どの口で家族愛を語る</text><translation>With what mouth do you talk about family love</translation><text>妹の姿をここまで切り刻める者が</text><translation>The one who can carve out my sister's figure this far</translation>,妹の姿をここまで切り刻める者が,The one who can carve out my sister's figure this far,(Whoever carves the image of my sister this far),you slashed your sister's body to this extent.,Who could carve up his sister's figure so much.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/028.json,images/rasetugari/ja/028.jpg,"[244, 747, 76, 171]","<text>おのれ．．．</text><translation>Damn it...</translation><text>？</text><translation>?</translation><text>最高の方法で喰らいたい</text><translation>I want to devour him in the best way possible.</translation><text>ーーッ</text><translation>-</translation><text>俺は在藤を</text><translation>I'm going to take care of Zaito.</translation><text>、</text><translation>,</translation><text>っ</text><translation>!</translation><text>、</text><translation>,</translation><text>！</text><translation>!</translation><text>一体どうした！？</text><translation>What's wrong!?</translation><text>宏也</text><translation>Kouya</translation><text>．．．</text><translation>...</translation><text>これはー</text><translation>This is-</translation><text>瘴気が古傷に吸い込まれている！？</text><translation>Is the miasma being sucked into an old wound!?</translation><text>(</text><translation>(</translation><text>ん</text><translation>n</translation><text>・</text><translation>.</translation><text>ピＮノ</text><translation>Pi Nno</translation><text>ん</text><translation>n</translation><text>おっ．．．</text><translation>Oh...?</translation><text>どうして</text><translation>Why</translation><text>っ</text><translation>!</translation><text>！！</text><translation>!!</translation><text>．．．</text><translation>...</translation><text>ー</text><translation>-</translation><text>一</text><translation>One</translation><text>ぐっ</text><translation>Guh</translation><text>おおおぉお</text><translation>Ooooh</translation><text>おおお</text><translation>Ooooh</translation>",最高の方法で喰らいたい,I want to devour him in the best way possible.,(Translated English text here),in the best way possible,I want to eat it the best way possible.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/028.json,images/rasetugari/ja/028.jpg,"[704, 510, 46, 75]","<text>おのれ．．．</text><translation>Damn it...</translation><text>？</text><translation>?</translation><text>最高の方法で喰らいたい</text><translation>I want to devour him in the best way possible.</translation><text>ーーッ</text><translation>-</translation><text>俺は在藤を</text><translation>I'm going to take care of Zaito.</translation><text>、</text><translation>,</translation><text>っ</text><translation>!</translation><text>、</text><translation>,</translation><text>！</text><translation>!</translation><text>一体どうした！？</text><translation>What's wrong!?</translation><text>宏也</text><translation>Kouya</translation><text>．．．</text><translation>...</translation><text>これはー</text><translation>This is-</translation><text>瘴気が古傷に吸い込まれている！？</text><translation>Is the miasma being sucked into an old wound!?</translation><text>(</text><translation>(</translation><text>ん</text><translation>n</translation><text>・</text><translation>.</translation><text>ピＮノ</text><translation>Pi Nno</translation><text>ん</text><translation>n</translation><text>おっ．．．</text><translation>Oh...?</translation><text>どうして</text><translation>Why</translation><text>っ</text><translation>!</translation><text>！！</text><translation>!!</translation><text>．．．</text><translation>...</translation><text>ー</text><translation>-</translation><text>一</text><translation>One</translation><text>ぐっ</text><translation>Guh</translation><text>おおおぉお</text><translation>Ooooh</translation><text>おおお</text><translation>Ooooh</translation>",宏也,Kouya,(Translated English text here),hiroya,Hiroya (name)
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/029.json,images/rasetugari/ja/029.jpg,"[620, 586, 105, 172]","<text>うぅ</text><translation>Uu</translation><text>しっかりしろ</text><translation>Hang in there</translation><text>宏也！</text><translation>Kouya!</translation><text>お前は悪鬼となり果て俺と一つになるのだ在藤ぃ！！</text><translation>You will become a demon and become one with me, Zaitou!!</translation><text>(</text><translation>(</translation><text>憎悪の刃が俺を貫き復讐の妄執がお前を支配したときー</text><translation>When the blade of hatred pierces me and the obsession of revenge dominates you-</translation><text>情念がもっとも熱を帯びるのは人がそれに呑まれた瞬間だ</text><translation>The moment when a person is consumed by passion is when it becomes the hottest.</translation><text>宏也私の声を聞け！</text><translation>Kouya, listen to my voice!</translation><text>く</text><translation>Ku</translation><text>華鏡丸ーー！！</text><translation>Kagami Maruーー!!</translation><text>宏也を悪鬼に堕とすつもりか！！</text><translation>Do you intend to turn Kouya into a demon!!</translation>",情念がもっとも熱を帯びるのは人がそれに呑まれた瞬間だ,The moment when a person is consumed by passion is when it becomes the hottest.,The moment when passion is at its peak is when a person is consumed by it.,people get so indulged in their obsession when they are taken over by it.,Passion is at its most passionate at the moment a person is consumed by it.
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/032.json,images/rasetugari/ja/032.jpg,"[636, 809, 37, 86]",<text>ああっ</text><translation>Ah!</translation><text>あ．．．</text><translation>Ah...</translation><text>．．．</text><translation>...</translation><text>あああぁぁああ</text><translation>Ahhhhhhhhhh</translation><text>はっ．．．</text><translation>Huh...</translation><text>あっ</text><translation>Ah!</translation><text>くれ</text><translation>Give it to me</translation><text>オーッ</text><translation>Ooh!</translation><text>！！</text><translation>!!</translation><text>いや．．．</text><translation>No...</translation>,ああっ,Ah!,Ah!,ahh!,Uh oh
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/032.json,images/rasetugari/ja/032.jpg,"[447, 443, 40, 67]",<text>ああっ</text><translation>Ah!</translation><text>あ．．．</text><translation>Ah...</translation><text>．．．</text><translation>...</translation><text>あああぁぁああ</text><translation>Ahhhhhhhhhh</translation><text>はっ．．．</text><translation>Huh...</translation><text>あっ</text><translation>Ah!</translation><text>くれ</text><translation>Give it to me</translation><text>オーッ</text><translation>Ooh!</translation><text>！！</text><translation>!!</translation><text>いや．．．</text><translation>No...</translation>,あっ,Ah!,Ah!,ah!,Ah!
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/032.json,images/rasetugari/ja/032.jpg,"[359, 431, 30, 47]",<text>ああっ</text><translation>Ah!</translation><text>あ．．．</text><translation>Ah...</translation><text>．．．</text><translation>...</translation><text>あああぁぁああ</text><translation>Ahhhhhhhhhh</translation><text>はっ．．．</text><translation>Huh...</translation><text>あっ</text><translation>Ah!</translation><text>くれ</text><translation>Give it to me</translation><text>オーッ</text><translation>Ooh!</translation><text>！！</text><translation>!!</translation><text>いや．．．</text><translation>No...</translation>,くれ,Give it to me,Give me...,kure...,close
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/ja/033.json,images/rasetugari/ja/033.jpg,"[124, 870, 48, 153]","<text>．．．</text><translation>...</translation><text>さっさと</text><translation>Hurry up</translation><text>堕ちろ</text><translation>Fall</translation><text>羅刹狩り</text><translation>Rakshasa hunting</translation><text>そう簡単に取れるものではない</text><translation>It's not something that can be taken so easily.</translation><text>つけた呪い</text><translation>The curse I put on you</translation><text>十年前に</text><translation>Ten years ago</translation><text>まあいい．．．</text><translation>Well, never mind...</translation><text>興醒めだ</text><translation>It's a buzzkill.</translation><text>．．</text><translation>...</translation><text>式神風情が悪あがきを</text><translation>The shikigami-like behavior is a desperate attempt.</translation><text>身を挺して主の気を俺から逸らしたか</text><translation>Did you try to divert my master's attention by putting yourself in danger?</translation>",羅刹狩り,Rakshasa hunting,Hunting the Rakshasa,demon hunter,rakshasa (type of evil spirit)
