absolute_path,path,coordinates,text
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/026.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/026.png,"[97, 506, 35, 103]",最高だ！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/026.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/026.png,"[101, 476, 188, 192]",そういえば最高だ！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/026.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/026.png,"[198, 396, 19, 23]",！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/026.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/026.png,"[285, 355, 91, 98]",！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/026.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/026.png,"[151, 339, 74, 78]",．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/026.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/026.png,"[613, 242, 32, 34]",！？
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/026.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/026.png,"[649, 62, 31, 86]",こうも
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/026.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/026.png,"[608, 59, 39, 146]",躊躇いなく
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/026.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/026.png,"[269, 1, 228, 276]",．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/027.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/027.png,"[108, 986, 79, 101]",ン
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/027.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/027.png,"[356, 849, 58, 106]",俺にすべて曝け出せ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/027.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/027.png,"[675, 831, 33, 111]",お前の妄執
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/027.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/027.png,"[85, 779, 103, 260]",ズク
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/027.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/027.png,"[614, 633, 36, 60]",見ろ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/027.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/027.png,"[132, 590, 70, 110]",俺だけを見ろ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/027.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/027.png,"[673, 583, 41, 70]",在藤
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/027.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/027.png,"[695, 121, 71, 161]",どの口で家族愛を語る
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/027.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/027.png,"[127, 117, 62, 180]",妹の姿をここまで切り刻める者が
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[107, 785, 31, 87]",おのれ．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[561, 748, 26, 44]",？
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[244, 747, 76, 171]",最高の方法で喰らいたい
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[588, 745, 44, 117]",ーーッ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[480, 744, 57, 162]",俺は在藤を
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[386, 658, 16, 16]",、
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[407, 632, 36, 38]",っ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[711, 586, 35, 28]",、
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[437, 574, 18, 55]",！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[382, 513, 57, 107]",一体どうした！？
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[704, 510, 46, 75]",宏也
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[698, 500, 17, 29]",．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[315, 499, 34, 100]",これはー
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[8, 496, 93, 141]",瘴気が古傷に吸い込まれている！？
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[440, 491, 19, 64]",（
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[584, 356, 31, 46]",ん
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[537, 341, 17, 37]",・
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[353, 330, 141, 131]",ピＮノ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[534, 278, 17, 35]",ん
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[553, 272, 37, 86]",おっ．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[56, 255, 138, 207]",どうして
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[547, 235, 61, 36]",っ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[26, 233, 37, 48]",！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[142, 227, 56, 118]",．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[15, 206, 59, 18]",ー
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[15, 162, 58, 19]",一
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[700, 71, 33, 62]",ぐっ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[82, 10, 50, 227]",おおおぉお
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/028.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/028.png,"[20, 10, 50, 140]",おおお
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/029.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/029.png,"[228, 1011, 30, 48]",うぅ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/029.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/029.png,"[133, 893, 35, 151]",しっかりしろ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/029.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/029.png,"[100, 892, 35, 82]",宏也！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/029.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/029.png,"[618, 866, 131, 216]",お前は悪鬼となり果て俺と一つになるのだ在藤ぃ！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/029.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/029.png,"[430, 632, 19, 82]",（
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/029.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/029.png,"[101, 588, 79, 167]",憎悪の刃が俺を貫き復讐の妄執がお前を支配したときー
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/029.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/029.png,"[620, 586, 105, 172]",情念がもっとも熱を帯びるのは人がそれに呑まれた瞬間だ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/029.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/029.png,"[365, 577, 59, 149]",宏也私の声を聞け！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/029.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/029.png,"[585, 153, 61, 69]",く
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/029.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/029.png,"[97, 34, 77, 414]",華鏡丸ーー！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/029.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/029.png,"[740, 31, 77, 231]",宏也を悪鬼に堕とすつもりか！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[665, 967, 72, 124]",い！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[75, 919, 74, 142]",オ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[359, 903, 116, 166]",．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[196, 854, 151, 247]",ああぁああ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[713, 828, 31, 25]",イ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[142, 826, 57, 59]",え
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[365, 688, 70, 178]",お前を喰らってやる！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[698, 686, 38, 113]",妄執ごと
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[666, 684, 46, 170]",そういえば、
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[85, 674, 89, 92]",いや
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[595, 573, 72, 43]",ズッ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[391, 544, 87, 89]",ズッ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[647, 541, 31, 27]",＾
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[696, 539, 26, 31]",！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[328, 500, 53, 80]",ピよ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[683, 431, 44, 53]",そうだ来い
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[408, 427, 54, 87]",次の一太刀だ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[96, 427, 52, 112]",次の一太刀で――
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[319, 398, 61, 106]",！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[302, 221, 50, 100]",ッ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[523, 181, 31, 64]",！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[562, 20, 41, 195]",おおおねおお
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[519, 20, 40, 151]",ねおおおー
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/030.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/030.png,"[221, 0, 139, 211]",ダイ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/031.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/031.png,"[316, 805, 27, 70]",ぐっ．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/031.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/031.png,"[600, 333, 34, 62]",後悔
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/031.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/031.png,"[689, 324, 37, 62]",別に
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/031.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/031.png,"[82, 314, 203, 361]",．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/031.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/031.png,"[733, 309, 56, 171]",！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/032.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/032.png,"[609, 907, 67, 63]",．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/032.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/032.png,"[104, 901, 36, 69]",！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/032.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/032.png,"[636, 809, 37, 86]",ああっ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/032.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/032.png,"[686, 699, 60, 179]",あ．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/032.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/032.png,"[664, 699, 24, 73]",．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/032.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/032.png,"[155, 689, 45, 284]",あああぁぁああ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/032.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/032.png,"[100, 689, 45, 180]",あぁああー
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/032.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/032.png,"[681, 680, 58, 19]",＞＞
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/032.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/032.png,"[103, 446, 29, 60]",はっ．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/032.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/032.png,"[447, 443, 40, 67]",あっ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/032.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/032.png,"[359, 431, 30, 47]",くれ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/032.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/032.png,"[581, 190, 138, 177]",オーッ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/032.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/032.png,"[639, 17, 58, 84]",！！
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/032.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/032.png,"[586, 0, 137, 219]",いや．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/033.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/033.png,"[92, 880, 16, 16]",．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/033.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/033.png,"[693, 874, 37, 131]",さっさと
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/033.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/033.png,"[645, 872, 43, 103]",堕ちろ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/033.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/033.png,"[124, 870, 48, 153]",羅刹狩り
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/033.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/033.png,"[125, 482, 60, 186]",そう簡単に取れるものではない
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/033.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/033.png,"[646, 473, 56, 152]",つけた呪い
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/033.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/033.png,"[700, 468, 42, 126]",十年前に
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/033.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/033.png,"[92, 115, 27, 92]",まあいい．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/033.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/033.png,"[683, 54, 33, 92]",興醒めだ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/033.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/033.png,"[657, 52, 20, 30]",．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/033.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/033.png,"[322, 51, 58, 106]",式神風情が悪あがきを
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/033.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/033.png,"[123, 50, 72, 119]",身を挺して主の気を俺から逸らしたか
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/034.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/034.png,"[221, 1019, 56, 74]",ッ
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/034.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/034.png,"[105, 924, 97, 145]",７／
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/034.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/034.png,"[507, 757, 53, 98]",鬼の面などつけて
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/034.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/034.png,"[404, 703, 56, 102]",そんなもの取って
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/034.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/034.png,"[117, 702, 31, 115]",早くお顔を．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/034.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/034.png,"[555, 664, 46, 69]",どうしたのです？
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/034.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/034.png,"[436, 473, 32, 49]",母上
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/034.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/034.png,"[110, 436, 32, 67]",和音．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/034.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/034.png,"[476, 423, 31, 47]",父上
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/034.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/034.png,"[682, 198, 68, 101]",．．．
/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/detection/rasetugari/034.json,/work/pi_miyyer_umass_edu/ctpham/cs670-manga/data/input/raw/rasetugari/034.png,"[690, 131, 29, 66]",、
